Code,Description,Reset Level,Dead Level,Availability,Reset Mode,Brake Program,Yaw Program,StatCom
FM1770,PN TB K12 Configuration failed — refer to FM1769,0,300,no,A,0,0,yes
FM1771,PN TB K13 Configuration failed — refer to FM1769,0,300,no,A,0,0,yes
FM1772,PN TB K15 Configuration failed — refer to FM1769,0,300,no,A,0,0,yes
FM1773,PN BB K8 Configuration failed — refer to FM1769,0,300,no,A,0,0,yes
FM1774,PN CB K5 Configuration failed — refer to FM1769,0,300,no,A,0,0,yes
FM1775,"PN MPIO Extern Ctrl CommWarn — The RFC has detected a Profinet bus fault of the optional external controller (""control demonstrator"").",0,450,no,A,0,0,yes
FM1776,PN MVL CommFlt — The RFC has detected a Profinet bus fault in the bus coupler in the medium-voltage switchgear.,0,600,yes,A,2,0,yes
FM1778,PN Safety Topbox AXL-AI8 Warning — Reported if an outdated analog input module AXL AI8 is used but the use of these modules is still permitted. Brake Prog.: 0,0,600,no,A,,0,yes
FM1779,PN Safety Topbox AXL-AI8 Stop — Reported if an outdated analog input module AXL AI8 is used the use of which is no longer permitted.,270,600,yes,M,5,0,yes
FM1780,PN Blade Sensor Box Communication Warning — Profinet bus fault in the rotor blade load sensor system in the pitch Centerbox.,0,450,no,A,0,0,yes
FM1810,"Stat WTG stopped and functional — The alarm is reported if the turbine is considered as ""allegedly technically ok"" but still prevented from starting by alarms for an implausibly long period of time. This is to determine incorrectly configured Brake Prog.: 0 alarms. Yaw Prog.: 0",0,330,no,A,,,yes
FM1820,Wind dir too slanting for BP 1 — The alarm is generated to protect turbines of type K08 delta 8.3+ at high wind speeds and high cross- wind. Brake Prog.: 2,0,600,no,A,,0,yes
FM1821,Wind dir too slanting for BP5 — The alarm is generated to protect turbines of type K08 delta 8.3+ at high wind speeds and high cross- wind. Brake Prog.: 6,0,600,no,A,,0,yes
FM1822,Wind Speed too high for turbine start — The alarm is generated to prevent a turbine start in strong winds.,0,600,no,A,1,0,yes
FM1829,Vib RotorImbalanceDetected Warn — An increased rotor imbalance has been detected.,0,600,no,A,0,0,yes
FM1830,Vib Rotor Imbalance Measurement Failed — During the measurement of the rotor imbalance no valid value could be calculated.,270,300,no,M,0,0,yes
FM1831,SSF Stop due to crane flight — If crane flight is notified near the WTG the WTG might need to be stopped in accordance with approvals. This alarm is triggered manually by a user command from a WTG operator or a CWE Brake Prog.: 1 operator and must also be canceled using the corresponding command. Yaw Prog.: 29,0,600,no,A,,,yes
FM1832,"SSF VPC SafeMode Warnung — The alarm indicates that after a time that is less than the value parameterized in P79.06, the WTG is automatically limited to the VPC SafeMode defined by P138.19. Brake Prog.: 0 Until the current VPC parameterization expires, a new valid VPC parameter set for the next VPC",0,600,no,A,,0,yes
FM1833,SSF VPC SafeMode Active — The alarm indicates that the WTG is currently limited to the VPC SafeMode defined by P138.19. A new valid VPC parameter set for the next VPC period should be requested from Nordex Yaw Prog.: 0 immediately.,0,600,no,A,0,,yes
FM1859,Ctrl StallIceDetectStop — Permanent stall detected.,300,600,no,M,1,0,yes
FM1860,Ctrl StallIceDetectPitOffset — Stall detected.,0,600,no,A,0,0,yes
FM1944,LVL Pit 1 InsulatMonitor 24V Warning — The warning is set if the insulation monitor in the 24 VDC network in pitch box 1 has detected an insulation fault. Brake Prog.: 0,270,300,no,M,,0,yes
FM1945,LVL Pit 2 InsulatMonitor 24V Warning — The warning is set if the insulation monitor in the 24 VDC network in pitch box 2 has detected an insulation fault. Brake Prog.: 0,270,300,no,M,,0,yes
FM1946,LVL Pit 3 InsulatMonitor 24V Warning — The warning is set if the insulation monitor in the 24 VDC network in pitch box 3 has detected an insulation fault. Brake Prog.: 0,270,300,no,M,,0,yes
FM1947,LVL Pit 1 InsulatMonitor 24V Stop — The alarm is generated when the pitch box insulation monitor in pitch box 1 has detected an insulation fault for the time P19.04. Brake Prog.: 5,270,400,yes,M,,0,yes
FM1948,LVL Pit 2 InsulatMonitor 24V Stop — The alarm is generated when the pitch box insulation monitor in pitch box 2 has detected an insulation fault for the time P19.04. Brake Prog.: 5,270,400,yes,M,,0,yes
FM1949,LVL Pit 3 InsulatMonitor 24V Stop — The alarm is generated when the pitch box insulation monitor in pitch box 3 has detected an insulation fault for the time P19.04. Brake Prog.: 5,270,400,yes,M,,0,yes
FM1950,LVL Slip Ring Transm I>/t Trigger — The alarm is reported if an overcurrent is present in the slip ring for a specific period of time.,0,600,no,A,0,0,yes
FM2006,Pit Tower damp active — The alarm indicates that the pitch tower vibration damping is activated.,0,600,no,A,2,0,yes
FM2007,Pit Tower damp failure — The alarm is triggered if with activated pitch tower oscillation damping a fault has occurred.,270,600,no,M(A),2,0,yes
FM2008,Pit Tower damp accu contactor error — The alarm is activated if with activated pitch tower oscillation damping a fault has occurred in the battery contactor control. Brake Prog.: 0,0,600,no,A,,0,yes
FM2013,Rot RPMMonitor Test Error — During operation of the turbine a verification test is performed to ensure that the correct speed measuring device parameter IDs have been installed. Brake Prog.: 1,270,400,yes,M,,0,yes
FM2014,Gen RPMMonitor Test Error — During operation of the turbine a verification test is performed to ensure that the correct speed measuring device parameter IDs have been installed. Brake Prog.: 1,270,400,yes,M,,0,yes
FM2100,WTG Burglaralarm — The burglar alarm system indicates a break-in.,0,300,no,A,0,0,no
FM2101,Pit SafetyRunTest BP1 — Triggering of a safety run with BP1.,0,400,yes,A,1,0,no
FM2102,Pit SafetyRunTest BP2 — Triggering of a safety run with BP2.,0,400,yes,A,2,0,no
FM2103,Pit SafetyRunTest BP3 — Triggering of a safety run with BP3.,0,400,yes,A,3,0,no
FM2104,Pit SafetyRunTest BP4 — Triggering of a safety run with BP4.,0,400,yes,A,4,0,no
FM2105,Pit SafetyRunTest BP5 — Triggering of a safety run with BP5.,0,400,yes,A,5,0,no
FM2106,Pit SafetyRunTest BP6 — Triggering of a safety run with BP6.,0,400,yes,A,6,0,no
FM2107,WTG Deactivated FM — Indicates that at least one alarm (FM) is deactivated.,0,600,no,A,0,0,yes
FM2200,"Ctrl DLL Initialisation Phase — Information: the software component (DLL) ""speed and active power control"" is currently being initialized. Brake Prog.: 2",0,450,yes,A,,0,yes
FM2201,"Ctrl DLL Not Loadable — The initialization of the software component (DLL) ""speed and active power control"" failed.",0,450,yes,A,2,0,yes
FM2202,"Ctrl DLL Interface Version Error — The interface version of the software component (DLL) ""speed and active power control"" differs from the interface version of the WTG operating control software. Brake Prog.: 2",0,450,yes,A,,0,yes
FM2203,"Ctrl DLL Timeout — Warning: The required processing time of the software component (DLL) ""speed and active power control"" is greater than expected. Brake Prog.: 0",0,300,no,A,,0,yes
FM2204,"Ctrl DLL Collective Fault — In the software component (DLL) ""speed and active power control"" an internal error has occurred.",270,450,yes,M,2,0,yes
FM2210,Ctrl Variant Change requested — A change of the controller variant requested via P33.09 can only be executed during the next turbine stop. Brake Prog.: 0,0,300,no,A,,0,yes
FM2211,"Ctrl GenSpd (MCV) invalid Stop — The WTG is stopped, because the measured generator speed from the main converter is invalid.",270,600,yes,M,5,0,yes
FM2212,Ctrl GenSpd (MCV) invalid Warn — Information: the actual speed for the WTG speed and active power control was changed to the backup sensor Brake Prog.: 0,0,300,no,A,,0,yes
FM2213,"Ctrl Internal Error — An internal error has occurred in the software module ""speed and active power control"".",270,450,yes,M,2,0,yes
FM2215,Ctrl GridFaultTrans during EGLM — Grid failure during EGLM,0,600,no,A,6,0,yes
FM2250,RBL Blade Sensor Box Warning — The measuring unit of the rotor blade load sensor system reports an internal warning.,0,300,no,A,0,0,yes
FM2251,RBL Blade Sensor Box Error — The measuring unit of the rotor blade load sensor system reports an internal warning.,0,300,no,A,0,0,yes
FM2252,RBL Blade Sensor Warning — A sensor of the rotor blade load sensor system is temporarily faulty.,0,300,no,A,0,0,yes
FM2253,RBL Blade Sensor Error — A sensor of the rotor blade load sensor system is permanently faulty.,0,300,no,A,0,0,yes
FM2254,RBL Blade Sensor Low Reflectivity — A sensor of the rotor blade load sensor system has a low reflection capability.,0,300,no,A,0,0,yes
FM2255,RBL Calibration Test Internal Error — During the rotor blade load sensor calibration test an internal fault has occurred,270,600,no,M,0,0,yes
FM2256,RBL Blade1 Bending Moment (Flapwise) PlausErro — The difference between the measured and the calculated bending moment of blade 1 in the flapwise direction is higher than the permissible difference. Brake Prog.: 0,0,600,no,A,,0,yes
FM2257,RBL Blade2 Bending Moment (Flapwise) PlausErro — The difference between the measured and the calculated bending moment of blade 2 in the flapwise direction is higher than the permissible difference. Brake Prog.: 0,0,600,no,A,,0,yes
FM2258,RBL Blade3 Bending Moment (Flapwise) PlausErro — The difference between the measured and the calculated bending moment of blade 3 in the flapwise direction is higher than the permissible difference. Brake Prog.: 0,0,600,no,A,,0,yes
FM2259,RBL Blade1 Bending Moment (Edgewise) PlausErr — The difference between the measured and the calculated bending moment of blade 1 in the edgewise direction is higher than the permissible difference. Brake Prog.: 0,0,600,no,A,,0,yes
FM2260,RBL Blade2 Bending Moment (Edgewise) PlausErr — The difference between the measured and the calculated bending moment of blade 2 in the edgewise direction is higher than the permissible difference. Brake Prog.: 0,0,600,no,A,,0,yes
FM2261,RBL Blade3 Bending Moment (Edgewise) PlausErr — The difference between the measured and the calculated bending moment of blade 3 in the edgewise direction is higher than the permissible difference. Brake Prog.: 0,0,600,no,A,,0,yes
FM2262,RBL Calibration Necessary — Calibration of the rotor blade load sensors required,0,600,no,A,0,0,yes
FM2263,RBL Calibration in Progress — The calibration of the rotor blade load sensor system is active,0,600,no,A,0,0,yes
FM2264,RBL Bending Moment Blade 1 <> 2&3 — The bending moment measured value of blade 1 differs from the measured values of blades 2 and 3.,270,600,no,M,0,0,yes
FM2265,RBL Bending Moment Blade 2 <> 1&3 — The bending moment measured value of blade 2 differs from the measured values of blades 1 and 3.,270,600,no,M,0,0,yes
FM2266,RBL Bending Moment Blade 3 <> 1&2 — The bending moment measured value of blade 3 differs from the measured values of blades 1 and 2.,270,600,no,M,0,0,yes
FM2267,RBL Calibration Failure — The calibration of the rotor blade load sensor system has failed,0,600,no,A,0,0,yes
FM2268,RBL Calibration out of Tolerance Too Long — The calibration of the rotor blade load sensor system is outside the permissible tolerance for a long time. Brake Prog.: 0,0,600,no,A,,0,yes
FM2269,RBL Calibration Interrupted — Calibration of the rotor blade load sensors canceled by operator,0,600,no,A,0,0,yes
FM2270,Rot Rotor position is unplausible — The alarm is triggered if the position value of the rotor encoder is implausible.,270,300,no,M,0,0,yes
FM2400,GCM-NX11 StatCom-Operation Active — This messages indicates that the WTG is in the StatCom mode.,0,300,no,A,0,0,yes
FM2401,GCM-NX11 MCV StatCom Timeout — The main converter does not switch to the StatCom mode in the time x (alarm set delay) following the request for static reactive power. Brake Prog.: 1,270,600,yes,M,,0,no
FM3000,CWE Freq out of Limit Warning — This warning is only generated if the frequency is outside the frequency limits parameterable in the CWE and the WTG is in production mode. Brake Prog.: 0,0,300,no,A,,0,yes
FM3001,CWE Voltage out of Limit Warning — This warning is only generated if the voltage is outside the voltage limits parameterable in the CWE and the WTG is in production mode. Brake Prog.: 0,0,300,no,A,,0,yes
FM3002,CWE Freq out of Limit Stop — This error message is generated if the frequency was outside the frequency limits parameterable in the CWE or if the WTG was stopped in production mode and warning FM3000 was active at that time. Brake Prog.: 5,0,300,no,A,,0,no
FM3003,CWE Voltage out of Limit Stop — This error message is generated if the voltage is outside the voltage limits that are parameterable in the CWE or if the WTG is stopped in production mode and warning FM3001 was active at that time. Brake Prog.: 5,0,300,no,A,,0,no
FM4000,Vis Restore Mode active — Restore mode for writing back parameter values is active.,0,600,no,A,0,0,yes
FM4001,Vis CIF Stop — The WTG was stopped by a stop request of the CIF via the machine user interface.,0,300,no,A,1,0,yes
FM4002,Vis CIF Command — The CIF has requested a machine user command whilst another user had the key.,0,600,no,A,0,0,yes
FM4100,HMI parameter value invalid — Parameter values are not plausible.,0,600,yes,A,1,0,no
FM4101,HMI Manipulated State DI DO — Is indicated if at least one digital input is inverted or forced to HIGH or LOW.,0,600,no,A,0,0,yes
FM4102,"SIS HMI WTG local mode active — Alarm is generated if the mode selection switch on the Bottombox is set to ""Local mode"".",0,600,no,A,0,0,yes
FM4103,"SIS HMI WTG stopped and blocked — Only applies for K08delta turbines. Alarm is generated if the mode selection switch on the Bottombox is set to ""WTG stopped and Yaw Prog.: 30 blocked"". In this case the WTG is stopped. Remote access is blocked. Automatic yaw adjustment is",0,600,yes,A,1,,no
FM4105,HMI OpTerm ManOper — Operating functions of the manual control unit in the nacelle are activated.,0,600,yes,A,1,30,no
FM4106,HMI Yaw LocalCtrl — On-site control of the yaw system via the manual control unit has been selected.,0,400,no,A,0,35,yes
FM5000,SIS Safety PLC Not IN Run Mode — The alarm is generated when the safety control is not in operation due to a fault.,0,600,yes,A,4,50,no
FM5001,SIS SF01 EmStop activated — The alarm is generated if an emergency stop button has been actuated and the turbine emergency stop safety function has been triggered. Brake Prog.: 4 The alarm requires a local Safety reset. Yaw Prog.: 50,0,600,yes,SL,,,no
FM5003,SIS SF15 Monitoring Pitchangle Depending GenRot — The alarm is generated when the ratio of pitch angle to generator/rotor speed falls short of a limit curve. Brake Prog.: 2,270,600,yes,SR,,0,yes
FM5004,"SIS SF02 Yaw Stop — During work at the yaw, the yaw must be prevented from moving unexpectedly in order to prevent mechanical hazards. The alarm is generated if a yaw stop switch has been actuated and the safety Brake Prog.: 2 function for safe stopping of the yaw has been triggered. Yaw Prog.: 50",0,600,yes,A,,,yes
FM5005,SIS SF03 Yaw LimitSwitch Stop — The alarm is generated if one of the two yaw limit switches has tripped and the safety function for safe stopping of the yaw has been activated. Brake Prog.: 2,0,600,yes,SL,,50,yes
FM5006,"SIS SF04 DTR Stop — During work at the drive train, the drive train must be prevented from starting to move unexpectedly in order to prevent mechanical hazards. Brake Prog.: 4 The alarm is generated if the mode selection switch for the drive train brake is set to ""Local"" and the Yaw Prog.: 0 safety function for safe locking of the drive train has been activated.",0,600,yes,A,,,yes
FM5007,SIS SF05 DTR Service Wind H Warn — This safety function serves to ensure that work in the danger zone is stopped if the permissible wind speed is exceeded. The alarm is automatically reset when the wind speed has returned to the Brake Prog.: 0 permissible range. Yaw Prog.: 0,0,600,no,A,,,yes
FM5008,SIS SF07 Pitch Speed Nok — This alarm serves to prevent overspeed. The alarm is generated at pitch angles < 69° if the pitch speeds fall below a limit curve defined Brake Prog.: 2 dependent on the rotor speed. This alarm can be reset by remote reset or a local safety reset. Yaw Prog.: 0,0,600,yes,SR,,,yes
FM5009,SIS SF08a GenRot RPM H Stop — This alarm is triggered by high rotor speeds due to extreme gusts of wind or speed control faults in production mode. This alarm is reset automatically. Brake Prog.: 2,0,600,yes,A,,0,yes
FM5010,SIS SF08b GenRot Overspeed — This alarm is triggered by high rotor speeds due to extreme gusts of wind or speed control faults in production mode. This safety function serves to prevent overspeed. This alarm is to be reset by a Brake Prog.: 4 local safety reset. Yaw Prog.: 0,0,600,yes,SL,,,yes
FM5011,SIS SF09 TowerVibration H Stop — The alarm is indicated if the oscillation sensor detects an impermissible oscillation level based on the defined parameters and the rotor speed is > 3 rpm. This alarm can only be reset on site. Brake Prog.: 2,0,600,yes,SL,,0,yes
FM5012,SIS SF10 Pitchangle Diff H Stop — The alarm is generated if the safety function for monitoring the pitch angle difference between the rotor blades has triggered to prevent high mechanical loads due to an aerodynamic rotor asymmetry. Brake Prog.: 2 This alarm can be reset by remote reset or a local safety reset. Yaw Prog.: 0,0,600,yes,SR,,,yes
FM5013,"SIS SF11 Air Temp L Stop — As the turbine is only designed for a specific temperature range, it has to be brought to the safe state (turbine stop) if the minimum permissible temperature is fallen below. Brake Prog.: 2",0,600,yes,SR,,0,yes
FM5014,"SIS Met WindSpeed(backup) Invalid — The alarm is activated if a failure (e.g. cable break, sensor fault) at one of the anemometers is detected. The alarm is to be reset by remote reset. Brake Prog.: 0",0,600,no,SR,,0,yes
FM5015,SIS Met WindSpeed3MinDiffH — The alarm is activated if the difference between the two wind speed measurements is too big over a defined period. Brake Prog.: 0,0,600,no,A,,0,yes
FM5016,SIS SF12 WindSpeed H Stop — The alarm is generated if the 3 minute mean value of the wind speed exceeds the defined limit. The alarm is automatically reset when the wind speed drops below the limit again. Brake Prog.: 2,0,600,yes,A,,0,yes
FM5017,SIS SF13 Rot Service WindH Warn — The alarm is generated if the safety function for monitoring the permissible wind speed for maintenance work with the rotor locked has triggered. The safety function serves to ensure that work Brake Prog.: 0 in the danger zone is stopped if the permissible wind speed is exceeded. The alarm is reset when the Yaw Prog.: 0 wind speed has returned to the permissible range.,0,600,no,A,,,yes
FM5018,SIS Pit SafetyRunFailure Stop — The alarm is generated if a safety run has been requested but not completed successfully. The alarm is to be reset by remote reset. Brake Prog.: 2,0,600,yes,SR,,0,no
FM5019,SIS SF16A Pitchangle Diff RPM H Stop — The alarm is generated if the safety function for monitoring the rotor blade angles dependent on the speed has triggered. The safety function is triggered by high speeds due to strong gusts of wind or Brake Prog.: 4 grid faults combined with pitch faults. Yaw Prog.: 0,0,600,yes,SL,,,yes
FM5020,"SIS ROTB SwitchLocalRPMH Stop — The alarm is generated if the ""Rotor brake local"" operating mode has been preselected and the drive train speed exceeds a defined limit. The alarm is to be reset by remote reset. Brake Prog.: 2",0,600,yes,SR,,0,yes
FM5021,SIS DTR GenRPM Invalid OpC PreAlarm — The alarm is generated if the generator speed detection signal is outside the valid range. The alarm can be reset remotely. Brake Prog.: 6,0,600,yes,SR,,0,yes
FM5022,SIS HMI ModeSwitchMultipleActive — The alarm is generated if a fault (cross-circuit monitoring - more than one channel is closed at the same time for a defined period) in the mode selection switch (automatic / local operation / stopped Brake Prog.: 2 and blocked) is detected. Yaw Prog.: 50 The alarm requires a local safety reset.,0,600,yes,SL,,,no
FM5023,SIS PLC SafeAISystem Failure — The alarm is generated when occurs in the Safe-AI-Monitoring. The alarm is automatically reset when the fault is no longer active. Brake Prog.: 2,0,600,yes,A,,0,yes
FM5024,SIS Pit AngleDiffH1-2 — The alarm is generated when an impermissible pitch angle difference between the two pitch axles is detected. Brake Prog.: 2 The alarm can be reset remotely. Yaw Prog.: 0,0,600,yes,SR,,,yes
FM5025,SIS Pit AngleDiffH2-3 — Refer to FM5024,0,600,yes,SR,2,0,yes
FM5026,SIS Pit AngleDiffH3-1 — Refer to FM5024,0,600,yes,SR,2,0,yes
FM5027,SIS Pit Angle1Range Failure — The alarm is generated when the permissible angle range for the pitch-axle is left. The alarm can be reset remotely. Brake Prog.: 2,0,600,yes,SR,,0,yes
FM5028,SIS Pit Angle2Range Failure — Refer to FM5027,0,600,yes,SR,2,0,yes
FM5029,SIS Pit Angle3Range Failure — Refer to FM5027,0,600,yes,SR,2,0,yes
FM5030,SIS DTR GenRotDiff H Stop OpC PreAlarm — The alarm is generated when the plausibility check of the generator speed with the rotor speed indicates exceeding of the maximum permissible difference over a defined period of time. Brake Prog.: 6 The alarm can be reset remotely. Yaw Prog.: 0,0,600,yes,SR,,,yes
FM5031,SIS DTR RotRPM Invalid Stop OpC PreAlarm — The alarm is generated when a fault is detected in the rotor speed detection. The alarm can be reset remotely. Brake Prog.: 6,0,600,yes,SR,,0,yes
FM5032,SIS DTR RotRPM Invalid Stop — The alarm is generated when a fault is detected in the rotor speed detection and the turbine is stopped by a safety run. Brake Prog.: 2 The alarm can be reset remotely. Yaw Prog.: 0,0,600,yes,SR,,,yes
FM5033,SIS Vib SenTest Required OpC PreAlarm — The alarm is generated when a vibration sensor test is required or when a fault occurs during the vibration sensor test. Brake Prog.: 1,0,600,yes,A,,0,yes
FM5034,"SIS Vib Sen Failure — The alarm is generated when a fault occurs in the vibration sensor monitoring or at the input of the safety control for the vibration sensor monitoring, and the turbine is stopped by a safety run. Brake Prog.: 2 The alarm is reset with an Auto-Reset. Yaw Prog.: 0",0,600,yes,A,,,yes
FM5035,SIS Vib Sen Failure OpC PreAlarm — The alarm is generated when an internal fault is detected in the vibration sensor. The alarm can be reset remotely. Brake Prog.: 1,0,600,yes,SR,,0,yes
FM5036,SIS SF20 Pit IPC Angle Diff H Stop (BP2) — This alarm is reported if in turbines with individual pitch control activated a pitch angle deviation is detected by the safety control. Brake Prog.: 2,0,600,yes,SR,,0,yes
FM5037,SIS HMI EmStopNacelleAequiv Failure OpC PreAlar — The alarm is generated when both channels are not opened when an emergency-stop button is operated in the machine house. Brake Prog.: 0 The alarm is reset automatically when both channels indicate equivalent signals in operated and non- Yaw Prog.: 0 operated status of the switch.,0,600,no,A,,,no
FM5038,SIS Met WindSpeed(backup) Const — The alarm is generated when a constant wind speed is measured. The alarm can be reset remotely. Brake Prog.: 0,0,600,no,SR,,0,yes
FM5039,"SIS Met WindSpeed(primary) Invalid — The alarm is activated if a failure (e.g. cable break, sensor fault) at one of the anemometers is detected. The alarm is to be reset by remote reset. Brake Prog.: 0",0,600,no,SR,,0,yes
FM5040,SIS Met WindSpeed(primary) Const — Refer to FM5038,0,600,no,SR,0,0,yes
FM5041,SIS Met WindSpeed (prim/back) Invalid OpC PreAla — The alarm is generated when both wind speed sensors have a fault. The alarm can be reset remotely. Brake Prog.: 1,0,600,yes,SR,,0,yes
FM5042,SIS SF05 YawNacHub Service Wind H Warn — This safety function serves to ensure that work in the drive train and yaw danger zone is stopped if the permissible wind speed is exceeded. The alarm is automatically reset when the wind speed has Brake Prog.: 0 returned to the permissible range. Yaw Prog.: 0,0,600,no,A,,,yes
FM5043,SIS Yaw HydBrPr Failure — The alarm is generated when the brake pressure for the hydraulic yaw brake is detected and a safety run is performed. Brake Prog.: 2 The alarm can be reset remotely. Yaw Prog.: 50,0,600,yes,SR,,,yes
FM5044,SIS Yaw SysPr Failure — The alarm is generated when the system pressure for the hydraulic yaw brake falls below the minimum required pressure and a safety run is performed. Brake Prog.: 2 The alarm is reset when the system pressure return to that required. Yaw Prog.: 50,0,600,yes,A,,,yes
FM5045,SIS Yaw HydBrRelSV5 Failure — The alarm is generated when the feedback from the coupling relay which controls valve MV5 does not correspond with the inverted coupling relay control signal. Brake Prog.: 0 The alarm can be reset remotely. Yaw Prog.: 50,0,600,no,SR,,,yes
FM5046,SIS Yaw MotBrAntivRel Failure — The alarm is generated when the plausibility monitoring of the coupling relay for control of the yaw electrical motor brake has triggered. Brake Prog.: 0 The alarm can be reset remotely. Yaw Prog.: 50,0,600,no,SR,,,yes
FM5047,SIS Yaw STOAntivRel Failure — The alarm is generated when the plausibility monitoring of the coupling relay for control of the yaw converter STO-inputs has triggered. Brake Prog.: 0 The alarm can be reset remotely. Yaw Prog.: 50,0,600,no,SR,,,yes
FM5048,"SIS HMI RotBrSwitchLocalEquiv Failure OpC PreAl — The alarm is generated when the equivalence monitoring for the ""Rotor brake local/auto"" mode selector switch signals have triggered. Brake Prog.: 2 The alarm is automatically reset when the signals are equivalent. Yaw Prog.: 0",0,600,yes,A,,,no
FM5049,SIS ROTB SysPr Failure OpC PreAlarm — The alarm is generated when the system pressure for the rotor brake hold falls below the minimum required pressure. Brake Prog.: 6 The alarm is automatically reset when the pressure has returned to that required for the system. Yaw Prog.: 0,0,600,yes,A,,,yes
FM5050,"SIS ROTB AutoHoldPr Failure OpC PreAlarm — The alarm is generated when the rotor brake hold pressure is not indicated for a specified period of time in operating mode ""Local rotor brake"". Brake Prog.: 6 The alarm can be reset remotely. Yaw Prog.: 0",0,600,yes,SR,,,yes
FM5051,"SIS ROTB SwitchLocalHoldPr Failure — The alarm is generated when the rotor brake hold pressure is not indicated for a specified period of time in operating mode ""Local rotor brake"". Brake Prog.: 4 The alarm can be reset remotely. Yaw Prog.: 0",0,600,yes,SR,,,yes
FM5052,SIS ROTB SV1Fb Failure — The alarm is generated when a fault of the hydraulic rotor brake coupling relay MV1 feedback signal is detected. Brake Prog.: 2 The alarm can be reset remotely. Yaw Prog.: 0,0,600,yes,SR,,,yes
FM5053,SIS ROTB SV2Fb Failure — refer to FM5052,0,600,yes,SR,2,0,yes
FM5054,SIS ROTB SV3Fb Failure — refer to FM5052,0,600,yes,SR,3,0,yes
FM5055,"SIS Pit Test required OpC PreAlarm — The alarm is generated when the status of the Pitch-Test ""Not successful”. The alarm is automatically reset when the status is ""Test successful"". Brake Prog.: 5",0,600,yes,A,,0,yes
FM5056,SIS Pit LocalOp1 — The alarm is generated if the setup mode has been activated on the pitch axle. The alarm can be reset remotely. Brake Prog.: 2,0,600,yes,SR,,0,yes
FM5057,SIS Pit Charger1 Failure — The alarm is generated when a fault of the pitch axle charger is indicated. The alarm can be reset remotely. Brake Prog.: 2,0,600,yes,SR,,0,yes
FM5058,SIS Pit AccuIsoContactor1 Failure — The alarm is generated when the pitch axle battery disconnector opens or a pitch axle battery pack fuse has triggered. Brake Prog.: 2 The alarm can be reset remotely. Yaw Prog.: 0,0,600,yes,SR,,,yes
FM5059,SIS Pit PresetTimeOut1 Failure — The alarm is generated when a fault occurs during calibration of the pitch axis Profisafe blade angle encoder. Brake Prog.: 0 When calibration has been successfully completed the alarm will be automatically reset. Yaw Prog.: 0,0,600,no,A,,,yes
FM5060,"SIS Pit Test required — The alarm is generated when the status of the Pitch-Test is ""not successful” and a safety run is triggered. Brake Prog.: 2 The alarm is reset automatically. Yaw Prog.: 0",0,600,yes,A,,,yes
FM5061,SIS Pit LocalOp2 — Refer to FM5056,0,600,yes,SR,2,0,yes
FM5062,SIS Pit Charger2 Failure — refer to FM5057,0,600,yes,SR,2,0,yes
FM5063,SIS Pit AccuIsoContactor2 Failure — refer to FM5058,0,600,yes,SR,2,0,yes
FM5064,SIS Pit PresetTimeOut2 Failure — refer to FM5059,0,600,no,A,0,0,yes
FM5065,SIS Pit LocalOpCnvSelect Failure — The alarm is generated when more than one pitch converter indicates set-up mode. An on-site reset of the alarm is required. Brake Prog.: 2,0,600,yes,SL,,0,yes
FM5066,SIS Pit LocalOp3 — Refer to FM5056,0,600,yes,SR,2,0,yes
FM5067,SIS Pit Charger3 Failure — refer to FM5057,0,600,yes,SR,2,0,yes
FM5068,SIS Pit AccuIsoContactor3 Failure — Refer to FM5058,0,600,yes,SR,2,0,yes
FM5069,SIS Pit PresetTimeOut3 Failure — Refer to FM5059,0,600,no,A,0,0,yes
FM5070,SIS Pit MainContactorAequiv Failure — Pitch main contactor has a fault. The alarm can be reset remotely. Brake Prog.: 2,0,600,yes,SR,,0,yes
FM5071,SIS Pit Inputs Passivated — The alarm indicates that a fault has occurred during generation of the warning signals (horn/lights),0,600,yes,A,2,0,yes
FM5072,SIS Pit SpeedSensorSelect1 Failure — Blade angle encoder detection failed. The alarm is automatically reset when the fault is no longer active. Brake Prog.: 2,0,600,yes,A,,0,yes
FM5073,SIS Pit SpeedSensorSelect2 Failure — refer to FM5072,0,600,yes,A,2,0,yes
FM5074,SIS Pit SpeedSensorSelect3 Failure — refer to FM5072,0,600,yes,A,2,0,yes
FM5075,SIS Yaw Inputs Passivated — The alarm is generated if the safety PLC detects passivation of an input. The alarm is automatically acknowledged when all inputs are activated. Brake Prog.: 0,0,600,no,A,,50,yes
FM5076,SIS Yaw Outputs Passivated — The alarm is generated if the safety PLC detects passivation of an output for activating the coupling relays. Brake Prog.: 0 The alarm can be reset remotely. Yaw Prog.: 50,0,600,no,SR,,,yes
FM5077,"SIS HMI LimitSwOverride Failure — The alarm is triggered if the ""Release yaw end position"" button for moving the yaw out of the end position was actuated for too long. Brake Prog.: 0 The alarm can be reset remotely. Yaw Prog.: 0",0,600,no,SR,,,yes
FM5078,SIS Pit Cnv1 Failure — Pitch converter has an internal fault. The alarm can be reset remotely. Brake Prog.: 2,0,600,yes,SR,,0,yes
FM5079,SIS Pit Cnv2 Failure — refer to FM5078,0,600,yes,SR,2,0,yes
FM5080,SIS Pit Cnv3 Failure — refer to FM5078,0,600,yes,SR,2,0,yes
FM5081,SIS Pit SpeedSensor2 Passivated — Refer to FM5091,0,600,yes,A,2,0,yes
